artist_name,painting,title,year,medium
Avinash Chandra,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chandraa631.jpg,Untitled,1963.0,"Watercolour, ink, oil pastel and marker on paper pasted on Masonite board"
Arun Bose,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/r/arunbose03.jpg,Demon,,Viscosity on paper
Arun Bose,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/1/_/1._arunbose04_1.jpg,Lady,,Viscosity on paper
Arun Bose,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/r/arunbose07.jpg,Untitled,1967.0,"Watercolour, gouache and ink with rice paper on handmade paper"
Arun Bose,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/r/arunbose12.jpg,Immobility,,Colour intaglio on handmade paper
Arun Bose,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/r/arunbose16.jpg,Untitled,1997.0,Acrylic and collage on canvas
Bhupen Khakhar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/h/khakharb03.jpg,Untitled,,Etching and aquatint on paper
Bhupen Khakhar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/h/khakharb56.jpg,Untitled (Lotus),1993.0,Serigraph on handmade paper
Bishamber Khanna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/h/khannab03.jpg,Untitled,,Enamel on metal
Bishamber Khanna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/h/khannab04.jpg,Untitled,1987.0,Enamel on metal
Bishamber Khanna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/h/khannab19.jpg,Untitled,1953.0,Watercolour on handmade paper
Bishamber Khanna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/h/khannab20.jpg,Untitled,,Oil on mount board
Bishamber Khanna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/h/khannab26.jpg,Untitled,1952.0,Watercolour on handmade paper
Bishamber Khanna,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/h/khannab28.jpg,Untitled,1951.0,Watercolour on paper
Bijan Chowdhury,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/choudharyb006.jpg,Untitled,1964.0,Oil and sand on fabric pasted on Masonite board
Bijan Chowdhury,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/choudharyb057.jpg,Untitled,1973.0,Ink and watercolour on handmade paper
Bijan Chowdhury,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/choudharyb168_1_.jpg,City of Anxiety,1973.0,Oil on board
Bijan Chowdhury,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/choudharyb207_1_.jpg,Untitled (Diptych),1974.0,Oil on fabric
Bijan Chowdhury,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/choudhryb229.jpg,Untitled,1989.0,Oil on canvas pasted on Masonite board
B. C. Sanyal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/sanyalbc16.jpg,Untitled,1979.0,Watercolour wash and charcoal on handmade paper
B. C. Sanyal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/sanyalbc18.jpg,Mask and Man - II,,Oil on canvas
B. C. Sanyal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/a/sanyalbc20.jpg,Shrouded Woman,,Cement
B. Prabha,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/r/prabhab035.jpg,Untitled,1965.0,Oil on canvas
B. Prabha,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/r/prabhab038ny.jpg,Untitled,1966.0,Oil on canvas
Bose Krishnamachari,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/r/krishnamacharibose015.jpg,Stretched Bodies,2020.0,Acrylic on canvas
Bose Krishnamachari,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/r/krishnamacharibose03.jpg,Untitled,,Mixed media on plywood
Bose Krishnamachari,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/r/krishnamacharibose04.jpg,Untitled (Triptych),,Graphite on paper with mirror
Bose Krishnamachari,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/r/krishnamacharibose020.jpg,Stretched Bodies,2007.0,Acrylic on canvas
Bose Krishnamachari,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/r/krishnamacharibose021_1_1.jpg,Stretched Bodies,2008.0,
Baburao Painter,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/painterbr01.jpg,Untitled,,Oil on oil paper pasted on cardboard
Baburao Painter,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/p/a/painterbr03.jpg,Untitled (Lakshmi),,Oil on canvas
Biswanath Mukerji,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukerjib001.jpg,Untitled,1978.0,
Biswanath Mukerji,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukerjib003.jpg,Untitled,,Watercolour on board
Biswanath Mukerji,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukerjib005.jpg,Untitled,1976.0,Watercolour on mount board
Biswanath Mukerji,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukerjib007.jpg,Untitled,1981.0,Ink and waterproof ink on handmade paper
Biswanath Mukerji,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukerjib024.jpg,Untitled,,Watercolour wash on paper pasted on board
Biswanath Mukerji,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukerjib045.jpg,Self & Around,1978.0,Watercolour and ink on mount board
Biswanath Mukerji,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukerjib083.jpg,Untitled (Maa Kali Series),1971.0,Gouache and ink on card pasted on mount board
Biswanath Mukerji,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukerjib424.jpg,Uncaptioned – 3,1978.0,Watercolour on handmade paper
Bikash Bhattacharjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/h/bhattb016.jpg,Untitled,1985.0,Ink on paper
Bikash Bhattacharjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/h/bhattb028.jpg,Untitled,1969.0,Oil and watercolour on handmade paper pasted on board
Bikash Bhattacharjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/h/bhattb60.jpg,Untitled (King Series),1994.0,Oil and acrylic on canvas
Bikash Bhattacharjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/h/bhattb066.jpg,Untitled (Bride),1979.0,Gouache on paper
Bikash Bhattacharjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/h/bhattb070.jpg,Deity,1982.0,Oil on canvas
Bikash Bhattacharjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/h/bhattb078ny.jpg,Mr. P. Dass M. A.,1978.0,Oil on canvas
Bikash Bhattacharjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/h/bhattb081.jpg,Political,1979.0,"Gouache, pastel and waterproof ink on paper pasted on plywood"
Benode Behari Mukherjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukherjeebb03.jpg,Untitled,,Watercolour and ink on paper
Benode Behari Mukherjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukherjeebb52.jpg,Alpana,1953.0,Watercolour on paper
Benode Behari Mukherjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukherjeebb68.jpg,Untitled,,Watercolour on handmade paper pasted on mount board
Benode Behari Mukherjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukherjeebb20.jpg,Untitled,,Ink on paper
Benode Behari Mukherjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukherjeebb70ny.jpg,Untitled,1952.0,Watercolour on paper pasted on mount board
Benode Behari Mukherjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukherjeebb53.jpg,Woman with Fan,1953.0,Watercolour on paper
Benode Behari Mukherjee,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/m/u/mukherjeebb15.jpg,Untitled,1964.0,Lithograph on paper
Biren De,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/e/deb15.jpg,Girl Waiting,1957.0,Oil on canvas
Biren De,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/e/deb21.jpg,Untitled,1974.0,Oil on canvas
Biren De,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/e/deb22.jpg,Untitled,1963.0,Oil and plaster of paris on canvas pasted on canvas
Biren De,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/e/deb30.jpg,Untitled  34,,Pastel on paper
Biren De,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/e/deb33.jpg,Untitled 54,,Pastel on paper
Biren De,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/e/deb43.jpg,Arrangement,1962.0,Oil and encaustic on canvas
Biren De,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/e/deb46.jpg,Malabar Belle,1955.0,Oil on canvas
Biren De,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/e/deb58.jpg,Untitled,1974.0,Oil on canvas
Bipin Behari Goswami,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/o/goswamib05.jpg,Untitled,,Bronze
Bipin Behari Goswami,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/o/goswamib12.jpg,Untitled,,Bronze
Bipin Behari Goswami,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/o/goswamib51.jpg,Untitled,,Bronze
Bipin Behari Goswami,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/o/goswamib56.jpg,Untitled,,Bronze
B. N. Arya,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/r/aryabn01.jpg,Winter Night,1968.0,Watercolour wash on paper pasted on Masonite board
B. N. Arya,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/r/aryabn26.jpg,Lama,1980.0,Watercolour wash on paper pasted on board
B. N. Arya,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/a/r/aryabn27.jpg,Sangharsh,1993.0,Watercolour wash on paper pasted on Masonite board
Bireswar Sen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/senb101ny.jpg,Parvati,1970.0,Watercolour on paper
Bireswar Sen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/senb103.jpg,The Enchanted Forest,1972.0,Watercolour on paper
Bireswar Sen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/senb104.jpg,The True Believer,1966.0,Watercolour on paper
Bireswar Sen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/senb32.jpg,The Cloud of Gold,1970.0,Watercolour on paper
Bireswar Sen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/senb49.jpg,The Mystic Monogram,1972.0,Watercolour on paper
Bireswar Sen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/senb66.jpg,The Dark Forest,1972.0,Watercolour on paper
Bireswar Sen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/senb077.jpg,The Enchanted Pool,1972.0,Watercolour on paper
Bireswar Sen,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/s/e/senb61.jpg,Beacon Light of God,1972.0,Watercolour on paper
B. Vithal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/v/i/vithalb02.jpg,Untitled,1966.0,Oil on canvas
B. Vithal,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/v/i/vithalb08.jpg,Untitled (Horse),,Iron
Badri Narayan,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/n/a/narayanb23.jpg,Untitled,,Oil on canvas
Badri Narayan,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/n/a/narayanb24.jpg,Untitled,,Oil on canvas
Badri Narayan,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/n/a/narayanb26ny.jpg,Untitled,,Watercolour and ink on paper
Badri Narayan,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/n/a/narayanb30.jpg,Ganesha,,Hand-painted glazed ceramic tile
Badri Narayan,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/n/a/narayanb31.jpg,Ganesha,,Hand-painted glazed ceramic tile
Badri Narayan,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/n/a/narayanb32.jpg,Fish,,Hand-painted glazed ceramic tile
Bimal Dasgupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/u/guptabd004.jpg,Untitled,1993.0,Acrylic and charcoal on canvas
Bimal Dasgupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/u/guptabd007.jpg,Untitled,1994.0,Acrylic and charcoal on canvas
Bimal Dasgupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/u/guptabd058.jpg,Untitled,1995.0,Watercolour on handmade paper pasted on mount board
Bimal Dasgupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/u/guptabd179.jpg,Untitled,1993.0,Ink and waterproof ink on paper
Bimal Dasgupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/u/guptabd197ny_1_.jpg,Untitled,1966.0,Oil on canvas
Bimal Dasgupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/u/guptabd022.jpg,Untitled,1994.0,Acrylic on canvas
Bimal Dasgupta,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/g/u/guptabd027.jpg,Untitled,,Acrylic on canvas
Charles W. Bartlett,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bartlettcw001.jpg,"Silk Merchants, India",,Kokka woodblock print on paper
Charles W. Bartlett,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bartlettwc0002.jpg,Jaunpur,1920.0,Kokka woodblock print on paper
Charles W. Bartlett,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bartlettwc0003.jpg,"The Golden Temple, Amritsar",1916.0,Kokka woodblock print on paper
Charles W. Bartlett,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bartlettwc0004.jpg,"A Village Temple, Kashmir",,Kokka woodblock print on paper
Charles W. Bartlett,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bartlettwc0006.jpg,Taj Mahal at Sunset,,Kokka woodblock print on paper
Charles W. Bartlett,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/b/a/bartlettwc0007.jpg,Udaipur,1916.0,Kokka woodblock print on paper
Chintamoni Kar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/a/karc16.jpg,France,1938.0,Oil on cardboard
Chintamoni Kar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/a/karc18.jpg,The Kiss,,Bronze
Chintamoni Kar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/a/karc19ny.jpg,Untitled,1997.0,Terracotta
Chintamoni Kar,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/k/a/karc21.jpg,Flying Gana,,Bronze on wooden base
Company Paintings,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/o/companypainting0514.jpg,"Naqsha-i-Lahiri Darwaja, Quila Mubarak",,Watercolour and ink on paper
Company Paintings,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/o/companypainting0518.jpg,Naqsha-i-Minar Qutab Saheb,,Watercolour and ink on paper
Company Paintings,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/o/companypainting0519.jpg,Naqsha Rauza-i-Taj Mahal,,Watercolour and ink on paper
Company Paintings,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/o/companypainting0848.jpg,Untitled,,Watercolour and ink on paper pasted on cardboard
Company Paintings,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/o/companypainting0847.jpg,Untitled,,Watercolour and ink on paper pasted on cardboard
Company Paintings,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/o/companypainting0849.jpg,Untitled,,Watercolour and ink on paper pasted on cardboard
Company Paintings,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/o/companypainting0522.jpg,"Untitled (Botanical Study, Jackfruit)",,Watercolour with gum arabic on paper pasted on mount board
Company Paintings,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/o/companypainting0523.jpg,Untitled (Botanical Study),,Watercolour with gum arabic on paper laid on mount board
Company Paintings,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/o/companypainting0521.jpg,"Untitled (Botanical Study, Breadfruit)",,Watercolour with gum arabic on paper laid on mount board
Chittaprosad,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chittap0137.jpg,Satish Das,1944.0,Ink on paper
Chittaprosad,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chittap0197.jpg,Untitled,1952.0,Ink on paper
Chittaprosad,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chittap0682.jpg,Untitled,,Linocut on paper
Chittaprosad,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chittap1614.jpg,Untitled,,Ink on scraperboard
Chittaprosad,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chittap1628.jpg,Untitled,,Gouache and pastel on paper
Chittaprosad,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chittap1990.jpg,Untitled,1952.0,Dry pastel on paper pasted on cardboard
Chittaprosad,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chittap2172.jpg,Untitled,,Linocut on paper
Chittaprosad,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chittap2428.jpg,Java Dancer,1947.0,"Ink, waterproof ink and gouache on paper"
Chittaprosad,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/c/h/chittap0371.jpg,Untitled,,Linocut on paper
C. Douglas,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/o/douglasc001.jpg,Dark Mirror (Triptych),2005.0,"Acrylic, sand and ochre on paper pasted on canvas"
C. Douglas,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/o/douglasc024.jpg,Untitled (Bell Series),2005.0,Mixed media on paper pasted on board
C. Douglas,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/o/douglasc025.jpg,Absence,2006.0,"Charcoal, pastel, chalk, acrylic and mud on wood"
C. Douglas,https://d197irk3q85upd.cloudfront.net/catalog/product/cache/95dbdf78ad5a0d4b547132f80fbac8f3/d/o/douglasc35.jpg,Untitled,2005.0,Ink and coffee on paper
